review_text,processed_text,label,hotel,polarity,source
"i valeted my lexus and it was returned with a smashed side mirror. They admitted it was their fault, and now they won't pay the $500 to fix it because we can't prove it was not broken before!!! the hotel is wonderful, the rooms are new and nice, but we will never stay here again because of this....Be sure to inspect your car before you leave!
",valeted lexu returned smashed side mirror they admitted their fault now they won t pay fix because can t prove not broken before hotel wonderful room new nice but will never stay here again because sure inspect your car before leave,0,sofitel,negative,Web
"I recently returned from a trip to Chicago with my husband and baby and another couple and their baby. While the room at the hotel was quite nice we had a very negative experience with the front desk staff including managers. When we arrived it took over an hour to check in. We had requested two rooms on the same floor, which the hotel staff had confirmed a number of times prior to our arrival. When we arrived they could not accommodate us and offered nothing to us to make up for it. Eventually after we persisted they gave us half off for our room for one of the three nights we were there. We also asked the concierge to make us a reservation for brunch at a restaurant that would accommodate 4 adults and two babies in strollers. When we got to the restaurant they had only a reservation for 4 adults and had to make special arrangements to fit the babies in. We also had asked the hotel to make us an appointment for a personal shopper at Bloomingdales in order for us to save time shopping. We filled out forms in advance to direct the shopper and when we arrived for our appointment Bloomingdales advised us that they had only received the applications moments before and had not pulled together our requests. After complaining again to the manager at the hotel of these disappointments she advised that she would send something up to our room to compensate. This 'something' never arrived. We will not be making a return visit to this hotel. While the housekeeping staff, location and room were quite nice the over all experience was very negative.
",recently returned trip chicago husband baby another couple their baby while room hotel quite nice had very negative experience front desk staff including manager when arrived took over hour check had requested two room same floor which hotel staff had confirmed number time prior our arrival when arrived they could not accommodate us offered nothing us make up eventually after persisted they gave us half off our room one three night there also asked concierge make us reservation brunch restaurant would accommodate adult two baby stroller when got restaurant they had only reservation adult had make special arrangement fit baby also had asked hotel make us appointment personal shopper bloomingdale order us save time shopping filled out form advance direct shopper when arrived our appointment bloomingdale advised us they had only received application moment before had not pulled together our request after complaining again manager hotel these disappointment she advised she would send something up our room compensate something never arrived will not making return visit hotel while housekeeping staff location room quite nice over all experience very negative,0,james,negative,Web
"In the 100 degree heat of a Chicago summer, it sucks if your air conditioner does not work. After 2 maintenance men attempted to rectify the issue I was offered a portable fan which on low speed sound as if a helicopter was hoovering over my room. I requested a room change and a not so polite, unsympathetic night front desk attendant stated that was not possible because the hotel was at capacity. Maybe a manager could help me in the morning. The next day went by and no call was received. At 7pm, I called the front desk. No one was aware of my problem. Approximately 45 minutes later, a manager returned my call and stated a double room was available. I accepted it was glee. Anything was better than a room that does not cool below 78 degrees in the middle of summer. I was paritally correct. The bathroom door of the new room did not close. Thank god my boyfriend and I are past the shy part of the relationship. As for room 1618, I believe I was not the first guest to complain about the air conditioner. What's unfortunate is they continued to place guests into this room. And did not offer any reufunds or perks for my sleepless night in the sauna! This hotel need a major overhaul!!
",degree heat chicago summer suck if your air conditioner doe not work after maintenance men attempted rectify issue offered portable fan which low speed sound if helicopter hoovering over room requested room change not so polite unsympathetic night front desk attendant stated not possible because hotel capacity maybe manager could help morning next day went no call received called front desk no one aware problem approximately minute later manager returned call stated double room available accepted glee anything better than room doe not cool below degree middle summer paritally correct bathroom door new room did not close thank god boyfriend past shy part relationship room believe not first guest complain about air conditioner what s unfortunate they continued place guest into room did not offer any reufund perk sleepless night sauna hotel need major overhaul,0,james,negative,Web
"Didn't get the room we were promised. Kind of room we had reserved (2 queens) 'wasn't available. they then squeezed 3 adult ladies into 2 singles and a blow-up bed. Had to pile furniture on top of tables to get it in! Very unsatisfactory!! Will not return, will not recommend. Will tell people going to Chicago to NOT stay in your hotel. When I next visit Paris nextspring, I intend to stop at your world headquarters to tell them what I think of the Chicago facility.
",didn t get room promised kind room had reserved queen wasn t available they then squeezed adult lady into single blow up bed had pile furniture top table get very unsatisfactory will not return will not recommend will tell people going chicago not stay your hotel when next visit pari nextspring intend stop your world headquarter tell them what think chicago facility,0,sofitel,negative,Web
"My first stay at this hotel and was expecting good things based on reviews. For some reason, I kept being disappointed at every turn. Noisy room on the 4th floor. Could not get the room to cool down - it was stifling. BE WARNED - No water, no mini-bar no vending machine, no nothing once you get in your room. You might as well be in prison. They have coffee in the morning, but it starts at 6 so I had to wait both days. I guess that is convenient for them, but what about me? Workout facility - pretty small but not the smallest. The only treadmill I could get on was broken. Guess what a cooler with water in it! Oh no - it was only stocked for one day. After that nothing. Way to set expectations and then fail to deliver. Same with towels - one day they have them - next day they don't. They essentially forced me to sign up for their loyalty program to avoid a riduculous $10 charge for wireless (go a few doors down to Starbucks where it is free). They should fire the marketing moron who came up with that approach. I have stayed at much better for less. Won't be coming back.
",first stay hotel expecting good thing based review some reason kept being disappointed every turn noisy room floor could not get room cool down stifling warned no water no mini bar no vending machine no nothing once get your room might well prison they have coffee morning but start so had wait both day guess convenient them but what about workout facility pretty small but not smallest only treadmill could get broken guess what cooler water oh no only stocked one day after nothing way set expectation then fail deliver same towel one day they have them next day they don t they essentially forced sign up their loyalty program avoid riduculou charge wireless go few door down starbuck where free they should fire marketing moron who came up approach have stayed much better less won t coming back,0,monaco,negative,Web
"I never write these reviews, but felt that it was important to state that this hotel should not be the #1 2008 travelers choice. Terrible Service, Lazy Doormen/bellmen/concierge/valet, Lack of Respect, allow dogs to bark all morning after multiple complaints, Phantom charges to room, front dest at checkout and checkin were pompus. The icing on the cake was me watching the doormen stand and watch while a father tried to open a door to push his stroller through with his infant son, and the doorman watched on doing nothing. Me and my girlfriend are young, look young in how we dress, but in all honesty make more money than most...and we were treated like cheap poor kids. I had dinner reservations at Spaiggia and wanted to order a car to pick us up, the concierge exclaimed that, 'You know its not jeans and running shoes right Mr. Blank?' Assuming I was too dumb to realize that a 5 star $200/person restraunt wont allow tennis shoes because I am young? Very Dissapointed. Very nice looking, comfortable beds, great room service, contemporary, younger crowd, but service was terrible.
",never write these review but felt important state hotel should not traveler choice terrible service lazy doormen bellmen concierge valet lack respect allow dog bark all morning after multiple complaint phantom charge room front dest checkout checkin pompu icing cake watching doormen stand watch while father tried open door push his stroller through his infant son doorman watched doing nothing girlfriend young look young how dress but all honesty make more money than most treated like cheap poor kid had dinner reservation spaiggia wanted order car pick us up concierge exclaimed know not jean running shoe right mr blank assuming too dumb realize star person restraunt wont allow tenni shoe because am young very dissapointed very nice looking comfortable bed great room service contemporary younger crowd but service terrible,0,sofitel,negative,Web
"My parents booked five nights at The James for its location and good reviews. They had a terrible first night with defective air conditioning and not much sympathy from the management staff. They sent engineers three times to repair the unit, and they insisted that it was getting cooler when it wasn't, under the rationale that the summer temperature is high and the filter was dirty. At my parents' request, the hotel staff moved them to a lower floor with a queen instead of a king and with neither a rate discount nor an effort to compensate them for the inconvenience and discomfort. The hotel insisted they were fully booked and reluctantly gave them that room. Don't book this hotel in the summer. And by the way, there is no view at all from any of the rooms - except for the windows of other buildings.
",parent booked five night jame location good review they had terrible first night defective air conditioning not much sympathy management staff they sent engineer three time repair unit they insisted getting cooler when wasn t under rationale summer temperature high filter dirty parent request hotel staff moved them lower floor queen instead king neither rate discount nor effort compensate them inconvenience discomfort hotel insisted they fully booked reluctantly gave them room don t book hotel summer way there no view all any room except window other building,0,james,negative,Web
"Our non-smoking room smelled very badly of stale cigarette smoke. We were not allowed to change rooms. Also, the concierge staff was unprofessional, telling long winded personal stories to uninterested guests while long lines formed. The location was great. Hotel is dated, but would still be a nice place to stay if it weren't for customer service issues.
",our non smoking room smelled very badly stale cigarette smoke not allowed change room also concierge staff unprofessional telling long winded personal story uninterested guest while long line formed location great hotel dated but would still nice place stay if weren t customer service issue,0,hilton,negative,Web
"We stayed at the James hotel for a 40th birthday. The location was excellent for shopping and restaurants, but also very loud. The room was horrible. VERY SMALL. We had a double/double and it was the size of a college dorm room, plus completely white walls and linens. Absolutely no color except for one accent pillow. It was very sterile and uninviting. We were on the 11th floor and the lobby for the elevator was dark and done in red and balck with minimal lighting. It looked like the entrance to hell, if not a haunted house. Staff was very nice and accomodating. I would not return to this hotel.
",stayed jame hotel birthday location excellent shopping restaurant but also very loud room horrible very small had double double size college dorm room plu completely white wall linen absolutely no color except one accent pillow very sterile uninviting floor lobby elevator dark done red balck minimal lighting looked like entrance hell if not haunted house staff very nice accomodating would not return hotel,0,james,negative,Web
"The location is ideal. They have very high ceilings so the rooms appear much larger than they are. The views are great. There were fresh flowers in the bathroom. They had all white bedding. You feel like a princess there.
",location ideal they have very high ceiling so room appear much larger than they view great there fresh flower bathroom they had all white bedding feel like princess there,0,sofitel,negative,Web
"Me, My sister and my best friend all went to stay here in the summer of 2004...they said there all spacious suites...yeah right...our room you could barely walk in...and they said theres 2 double beds...yeah well one was a pull out couch...and the bathroom...tiny tiny tiny...and it took forever and a day to check in and the people blamed us for throwing a book out the window and somehow someone knew exactly where it fell from and which room...yeah...i wouldnt stay here again
",sister best friend all went stay here summer they said there all spaciou suite yeah right our room could barely walk they said there double bed yeah well one pull out couch bathroom tiny tiny tiny took forever day check people blamed us throwing book out window somehow someone knew exactly where fell which room yeah wouldnt stay here again,0,james,negative,Web
"This was a refreshing change from the ordinary. I loved the location, the service and the amenities offered by this hotel. The room was charming with a window seat and a water view. The decor was unique but cheerful. Free wireless internet services were a plus here. The staff was helpful and attentive. We loved having goldfish share our room! I would definitely stay here again.
",refreshing change ordinary loved location service amenity offered hotel room charming window seat water view decor unique but cheerful free wireless internet service plu here staff helpful attentive loved having goldfish share our room would definitely stay here again,0,monaco,negative,Web
"Had a week long stay at the Hilton on south Michigan while attending a meeting. The hotel has some elegance in the lobby, meeting rooms and lounges - the hotel rooms could definitely use updating. I would definitely say that for the price of a room here - the rooms should be top notch. My car was misplaced during valet parking, our reservations were messed up, hotel staff showed up repeatedly throughout the week at our door with items (room service, a new coffee pot, laundry) that wasn't ours. I would not stay at this property again. There are much better places for the money in close proximity to Michigan Ave. It is a very big hotel and at times it felt like we were staying at Faulty Towers.
",had week long stay hilton south michigan while attending meeting hotel some elegance lobby meeting room lounge hotel room could definitely use updating would definitely say price room here room should top notch car misplaced during valet parking our reservation messed up hotel staff showed up repeatedly throughout week our door item room service new coffee pot laundry wasn t our would not stay property again there much better place money close proximity michigan ave very big hotel time felt like staying faulty tower,0,hilton,negative,Web
"We stayed at Hotel Monaco and upgraded to a suite. I was disappointed with the room layout, and shabby furniture. I bumped into the coffee table and the top almost crashed to the ground. The make up mirror in the bathroom didnt work, the TV reception was very poor and overall the room just wasnt worth the $450 we spent there. Next time, we will go back to Trump Tower across the street, which is far superior to Hotel Monaco.
",stayed hotel monaco upgraded suite disappointed room layout shabby furniture bumped into coffee table top almost crashed ground make up mirror bathroom didnt work tv reception very poor overall room just wasnt worth spent there next time will go back trump tower across street which far superior hotel monaco,0,monaco,negative,Web
"I stayed in a Deluxe King Suite. No desk to work at or to sit at to eat room service meals. The only table was coffee table height and the couch was some strange futon that was lower than the coffee table (!) and canted forward. Incredibly uncomfortable to sit at and ridiculous for room service meals or to work at computer. Since my room was configured like all the other Deluxe King Suites depicted in on line photos, I have to assume this design flaw with the couch/futon runs throughout the property. Bed was fine and bath was fine but I can't imagine why business travelers would rate this property well. The couch/futon seating is the worst I've encountered in a modern hotel.
",stayed deluxe king suite no desk work sit eat room service meal only table coffee table height couch some strange futon lower than coffee table canted forward incredibly uncomfortable sit ridiculou room service meal work computer since room configured like all other deluxe king suite depicted line photo have assume design flaw couch futon run throughout property bed fine bath fine but can t imagine why business traveler would rate property well couch futon seating worst ve encountered modern hotel,0,james,negative,Web
"I stayed in this hotel during a business trip, and while conducting a business meeting in the hotel bar, a customer grabbed all of the cash out of my wallet. Security was informed, but I was told that I had to wait to talk to them. After about twenty minutes of waiting I was informed that if I did not continue to wait l would never be able to report the incident, despite the fact that I was a hotel guest. Unfortunately I had to go to a business dinner and could no longer wait. Long story short, I no longer felt comfortable in this hotel and wish that someone, anyone would have talked to me about it. I've since been on the phone with a manager, who promised to call me back once she researched the incident, and have yet to hear back, despite the promise that she would call me back two days ago. I expected more from this hotel.
",stayed hotel during business trip while conducting business meeting hotel bar customer grabbed all cash out wallet security informed but told had wait talk them after about twenty minute waiting informed if did not continue wait l would never able report incident despite fact hotel guest unfortunately had go business dinner could no longer wait long story short no longer felt comfortable hotel wish someone anyone would have talked about ve since been phone manager who promised call back once she researched incident have yet hear back despite promise she would call back two day ago expected more hotel,0,sofitel,negative,Web
"I stayed at the Hilton Chicago because I was attending a conference at the hotel. The room was sufficient - had a coffee maker, bed, hangers, tv, etc. That's about where my compliments end: *restaurant rates are outrageous. $21 for a breakfast buffet? $25 to use the gym? $7.50/hr for WiFi!?!?! This is unacceptable when I'm paying $249 per night. Thank goodness the ice was free. *servers in the restaurant and bar were surly, not well-versed in English, and just rude. *computer monitors in rooms are silly and turn on at random times during the night *conference was incredibly cold...everybody was wearing their overcoats the entire time, despite our complaints to management. *fridge in room was not usable. had to store cold items in the ice bucket. *Cable channels just flat out SUCKED. I was soooo bored when I had to spend an hour in my room. If I'm paying that much, at least provide the full 70 channels.
",stayed hilton chicago because attending conference hotel room sufficient had coffee maker bed hanger tv etc s about where compliment end restaurant rate outrageou breakfast buffet use gym hr wifi unacceptable when m paying per night thank goodness ice free server restaurant bar surly not well versed english just rude computer monitor room silly turn random time during night conference incredibly cold everybody wearing their overcoat entire time despite our complaint management fridge room not usable had store cold item ice bucket cable channel just flat out sucked soooo bored when had spend hour room if m paying much least provide full channel,0,hilton,negative,Web
"Very disappointed in our stay in Chicago Monoco. We have stayed many times elsewhere, primarily in washington DC and are accustomed to great customer service, beverages like water or soda at the wine bar, coffee and papers in the morning, help with bags. Not only did the Chicago monoco do none of these things, the staff was not helpful, either. Requests were not honored and the staff did not seem happy to be there. YOu got the feeling you were 'bothering' people if you asked a question. No bellman, the doorman did not open the door or help with bags. Even though we were traveling with a child, I had to request a fish when they did not bring it. Really baffling.. as we love the Monoco in Washington.
",very disappointed our stay chicago monoco have stayed many time elsewhere primarily washington dc accustomed great customer service beverage like water soda wine bar coffee paper morning help bag not only did chicago monoco do none these thing staff not helpful either request not honored staff did not seem happy there got feeling bothering people if asked question no bellman doorman did not open door help bag even though traveling child had request fish when they did not bring really baffling love monoco washington,0,monaco,negative,Web
"Months prior to my 5-night reservation with the Hilton Chicago I requested a room that allowed in a lot of natural light, facing an open view, not a close building. (The reservation was made through a conference travel agency.) I confirmed my request by telephone a few days in advance directly with the hotel and at check-in the clerk noted it in my record. She told me it would be difficult to find, but consulted a chart and appeared to be satisfied with the room she assigned me. I was very surprised to open the door onto a room on the inside of one of the towers, tucked into a very dark corner, facing a wall of rooms. I called the desk immediately and was told that the hotel was sold out and it was hard to tell what rooms were still available that suited my request, but to 'sit tight' and someone would call me. No one did. Further calls yielded similar results. At one point I was told I could have a 'parlor room,' with a sofa bed, at a reduced rate, but I could not go see the room before committing to moving. That's real hospitality for you. Worried that a bad sofa bed could be worse than rooming in a cave, I ended up staying in the dreadfully dark room. (I had asked for a bright room with one bed and got a dark room with two beds.) The only redeeming feature of the room was that it had 2 bathrooms. Other than that, it was tight quarters with a tiny closet, two uncomfortably low chairs, at the desk and in a (dark) corner. Light fixtures didn't do much to brighten things up. Since I was here at a conference, I really wanted a bright environment to wake up early and start the workday in and to have as a cheerful office for mid-day calls and e-mail, but instead I got a cave. Consequently, I spent as little time as possible in the room and next time I am in Chicago, conference or not, I will absolutely stay at another hotel. There are much better locations that the Hilton Chicago and looking at the percentage of 'inside tower' rooms, places with a much better chance of having a bright room as well as better customer service. Shame on the Chicago Hilton.
",month prior night reservation hilton chicago requested room allowed lot natural light facing open view not close building reservation made through conference travel agency confirmed request telephone few day advance directly hotel check clerk noted record she told would difficult find but consulted chart appeared satisfied room she assigned very surprised open door onto room inside one tower tucked into very dark corner facing wall room called desk immediately told hotel sold out hard tell what room still available suited request but sit tight someone would call no one did further call yielded similar result one point told could have parlor room sofa bed reduced rate but could not go see room before committing moving s real hospitality worried bad sofa bed could worse than rooming cave ended up staying dreadfully dark room had asked bright room one bed got dark room two bed only redeeming feature room had bathroom other than tight quarter tiny closet two uncomfortably low chair desk dark corner light fixture didn t do much brighten thing up since here conference really wanted bright environment wake up early start workday have cheerful office mid day call e mail but instead got cave consequently spent little time possible room next time am chicago conference not will absolutely stay another hotel there much better location hilton chicago looking percentage inside tower room place much better chance having bright room well better customer service shame chicago hilton,0,hilton,negative,Web
"The service was reasonably well...they seemed to have my reservation and checked me in fairly easily. The location was fine being that it was central to the city but I found out that it was also a tremendous drawback. It was interesting that the survey I took at the hotel in order to obtain internet access at the hotel asked what my most important quality was in a hotel visit and my response 'Quiet'. My visit was anything but, mainly attributed to the fact that they put me on the second floor, facing the street. I awoke at 4 a.m. and never did return to sleep because of the constant street noise and screeching of the L train that sounded as though it was just outside my window. Not the most conducive for a restful sleep prior to an important meeting. At check-out when I informed the hotel clerk of my dissatisfation he chuckled and said, ' Ah, city noise.'
",service reasonably well they seemed have reservation checked fairly easily location fine being central city but found out also tremendou drawback interesting survey took hotel order obtain internet access hotel asked what most important quality hotel visit response quiet visit anything but mainly attributed fact they put second floor facing street awoke m never did return sleep because constant street noise screeching l train sounded though just outside window not most conducive restful sleep prior important meeting check out when informed hotel clerk dissatisfation chuckled said ah city noise,0,monaco,negative,Web
"I haven't actually stayed at this hotel- yet- but am already disappointed in their customer service. I visit Chicago quite often and usually stay at the InterContinental, but yesterday I read some online articles advertising The James Hotel's 'Cyber Monday Special'. The promo states that if you buy a gift certificate from their website, the hotel will match that amount in 'James Credits' that can be used toward your stay. None of the articles gave an expiration date for these credits. My next trip to Chicago is in April, so I thought I'd give The James a try. I travel frequently with my pet and I've heard they have a very liberal pet-policy. So today I went online and bought a $500 certificate. Me, having the one track mind that I do, somehow missed the part about the credits expiring March 31, 2010. I realized my mistake immediately and called the hotel front desk to explain my predicament. I said I couldn't be in Chicago until April (I'm overseas on business until then), and asked if they could extend my credits an extra month, or it not, refund my gift certificate purchase. I had only just made the purchase minutes before and hadn't even recieved my email confirmation yet. Most businesses offer a 24 hr grace period. The girl at the front dest was extremely rude to me- basically saying 'too bad, it's your problem now'. She didn't even bother to act polite or pretend to be sympathetic about my situation at all. So now that I know this is the kind of service I can expect from The James, I might just call it a wash and stay at my usual hotel, or try Hotel Monaco. I hear they have great service and are good with pets too.
",haven t actually stayed hotel yet but am already disappointed their customer service visit chicago quite often usually stay intercontinental but yesterday read some online article advertising jame hotel s cyber monday special promo state if buy gift certificate their website hotel will match amount jame credit can used toward your stay none article gave expiration date these credit next trip chicago april so thought d give jame try travel frequently pet ve heard they have very liberal pet policy so today went online bought certificate having one track mind do somehow missed part about credit expiring march realized mistake immediately called hotel front desk explain predicament said couldn t chicago until april m oversea business until then asked if they could extend credit extra month not refund gift certificate purchase had only just made purchase minute before hadn t even recieved email confirmation yet most businesse offer hr grace period girl front dest extremely rude basically saying too bad s your problem now she didn t even bother act polite pretend sympathetic about situation all so now know kind service can expect jame might just call wash stay usual hotel try hotel monaco hear they have great service good pet too,0,james,negative,Web
"While the James was once considered an elegant, chic establishment, it has lost its luster. The small rooms are filled with cheap Ikea type furnishings, Our tiny bathroom flooded with water that escaped the shower curtain. Showers and flushings from neighboring rooms sounded more like protective levies collapsing. The 2 small elevators could not handle the guests, and many of us were forced to walk down several flights of stairs rather then wait for extended periods of time. The thin windows could not contain street noise and sidewalk conversations were heard throughout the night. It was rather provocative to listen to the couple next door carousing, but also rather tacky & unsettling. It took more then 30 minutes for the valet to bring our car after we checked out. This hotel has lost it and the James sysndicate will have a difficult time competing in New York's Soho when they try to open in September. New Yorkers will not tolerate shabby incompetence.
",while jame once considered elegant chic establishment lost luster small room filled cheap ikea type furnishing our tiny bathroom flooded water escaped shower curtain shower flushing neighboring room sounded more like protective levy collapsing small elevator could not handle guest many us forced walk down several flight stair rather then wait extended period time thin window could not contain street noise sidewalk conversation heard throughout night rather provocative listen couple next door carousing but also rather tacky unsettling took more then minute valet bring our car after checked out hotel lost jame sysndicate will have difficult time competing new york s soho when they try open september new yorker will not tolerate shabby incompetence,0,james,negative,Web
"Don't stay here if you take peace in knowing you have a reservation. About 3 months ago, we booked a room here for our wedding night (which is in less than 2 weeks). My fiance called last week to confirm the room and everything was great until today when they called to bump us to another hotel - no upgrades, no discounts. Apparently it is my problem that their manager can't manage the convention schedule. I don't even want to stay at another Kimpton Hotel because I don't find their reservation system reliable. Unfortunately, due to the conference, there isn't any other place to stay.
",don t stay here if take peace knowing have reservation about month ago booked room here our wedding night which less than week fiance called last week confirm room everything great until today when they called bump us another hotel no upgrade no discount apparently problem their manager can t manage convention schedule don t even want stay another kimpton hotel because don t find their reservation system reliable unfortunately due conference there isn t any other place stay,0,monaco,negative,Web
"While overall a decent property, the incident I had with this hotel has been like none other in my history of travel. I recently stayed at the Hotel Monaco for five nights, checking out on Monday, March 19th. Shortly after leaving the hotel and retrieving my car from the valet, my partner and I noticed a large scrape on the bumper of the car that wasn't present upon checking in. We had not requested use of the car for the duration of our stay. I called the hotel approximately two hours after checking out and was directed to speak with the garage manager at Park One (their valet company) who stated that he would review video of the car and call me back within 48 hours to verify that the car was unblemished upon arrival, and was scraped upon departure from the garage. The garage manager, Mike Yunan, didn't call back until I had an email exchange with the general manager of the hotel, Marco Scherer. When he finally got back to me, the garage manager stated that he would file an 'incident report' and claim with his insurance company, Travelers, which would eventually deny the claim because garage staff wouldn't admit fault or liability, nor did they supply the video they stated they had of the car entering or exiting the garage, which could have verified that the damage wasn't present upon check-in, but was at check-out. Their insurance representative even told me that the garage does not have surveillance at that location, contradicting the garage manager. In the end, this Kimpton InTouch guest got stuck with a $1,000 bill for parking at this Kimpton property: an almost $500 paint scrape on top of a $48/per day parking fee, rental car expenses, several hours of lost time in dealing with the issue, and one gigantic headache. In the end, do NOT trust the valets or staff at this hotel, and take your business elsewhere if at all possible.
",while overall decent property incident had hotel been like none other history travel recently stayed hotel monaco five night checking out monday march shortly after leaving hotel retrieving car valet partner noticed large scrape bumper car wasn t present upon checking had not requested use car duration our stay called hotel approximately two hour after checking out directed speak garage manager park one their valet company who stated would review video car call back within hour verify car unblemished upon arrival scraped upon departure garage garage manager mike yunan didn t call back until had email exchange general manager hotel marco scherer when finally got back garage manager stated would file incident report claim his insurance company traveler which would eventually deny claim because garage staff wouldn t admit fault liability nor did they supply video they stated they had car entering exiting garage which could have verified damage wasn t present upon check but check out their insurance representative even told garage doe not have surveillance location contradicting garage manager end kimpton intouch guest got stuck bill parking kimpton property almost paint scrape top per day parking fee rental car expense several hour lost time dealing issue one gigantic headache end do not trust valet staff hotel take your business elsewhere if all possible,0,monaco,negative,Web
"First, several day s prior to my stay, I called and spoke at length with the concierge and made a breakfast order for room-service Saturday and Sunday. Saturday they didn't bring breakfast - and when I called room-service they stated they never got the advance order from the concierge. When they finally did bring it - they brought the wrong thing.. and then brought the wrong order again on Sunday. I was further inconvenienced by in-room dining staff when we ordered room service Saturday night. The food was limp and uninspired. Further, I ordered soup - which arrived without a spoon. When I called in-room dining to request a spoon, I was told one would be forthcoming. 15 minutes later, a waiter arrived with a menu. When I explained I already had food and I didn't need a menu - I needed a spoon, he had the audacity to argue with me. I respectfully requested he return with a spoon and he agreed to do so. Another 15 minutes (and one bowl of cold soup) later I decided to call in-room dining back to request (again) they send someone with a spoon. They too argued with me and expressed that they'd already sent someone with a spoon. I explained that they had not - that I had received a menu I didn't request, but that no spoon was forthcoming. Another 15 minutes later, a spoon finally arrived. Thanks - for charging me $100+ so that I could argue over cold, flavorless food. In addition to the gross customer service, surly attitude, and sorry food, I found the room woefully lacking. It reeked exhaust fumes so much so that on Saturday night I woke up from the smell. Further, I had specifically requested when I booked the reservation that you keep me away from the elevators... I was right next to the elevators and had the displeasure of listening to them ding all night long as other guests came and went.
",first several day s prior stay called spoke length concierge made breakfast order room service saturday sunday saturday they didn t bring breakfast when called room service they stated they never got advance order concierge when they finally did bring they brought wrong thing then brought wrong order again sunday further inconvenienced room dining staff when ordered room service saturday night food limp uninspired further ordered soup which arrived without spoon when called room dining request spoon told one would forthcoming minute later waiter arrived menu when explained already had food didn t need menu needed spoon had audacity argue respectfully requested return spoon agreed do so another minute one bowl cold soup later decided call room dining back request again they send someone spoon they too argued expressed they d already sent someone spoon explained they had not had received menu didn t request but no spoon forthcoming another minute later spoon finally arrived thank charging so could argue over cold flavorless food addition gross customer service surly attitude sorry food found room woefully lacking reeked exhaust fume so much so saturday night woke up smell further had specifically requested when booked reservation keep away elevator right next elevator had displeasure listening them ding all night long other guest came went,0,james,negative,Web
"I expected a glamorous room and I walked into a disappointment. Housekeeping and Management must not be concerned with attention to detail at this hotel. If you like staying somewhere that the air in the rooms doesn't go down past 74, the closet is 24' wide, all old/dirty brass fixtures, beds that are a little bigger than a twin, showerheads that barely put out water, then this is your hotel. I might be spoiled by staying in Marriott's, but I stay in hotels 1/3 of the year and was severly disappionted. No free breakfasts or a room change will get me to stay here again.
",expected glamorou room walked into disappointment housekeeping management must not concerned attention detail hotel if like staying somewhere air room doesn t go down past closet wide all old dirty brass fixture bed little bigger than twin showerhead barely put out water then your hotel might spoiled staying marriott s but stay hotel year severly disappionted no free breakfast room change will get stay here again,0,hilton,negative,Web
"Visiting during a busy 2day conference in Chicago. Most hotels booked solid. The full hotel allows you to meet a wide array of customers. Everyone is complaining about service, cleanliness, and overall experience. Location is good. Hotel is tired. Employees surly. Too many cool properties to choose from in this town, will never stay here again and will re-think Hilton in general
",visiting during busy conference chicago most hotel booked solid full hotel allow meet wide array customer everyone complaining about service cleanliness overall experience location good hotel tired employee surly too many cool property choose town will never stay here again will re think hilton general,0,hilton,negative,Web
"My husband and I were there for a conference and had booked the room thru their website, when called to confirm had us down for only 1 night instead of 4, easily changed. First morning cold,cold shower, didn't complain,next day fine. Phone did not work, called every day to complain, and every day said it would be fixed when got back to room, never was. No dial tone, unable to call restaurant, or call for car or call for room service. Finally, on last night someone came to our room while we were there and did fix it. The hotel is beautiful, rooms great and everyone was so nice, even when I was complaining they were nice. Great gym area also, and love the restaurant. BUT, for the money I could easily find another hotel just as nice with a working phone.
",husband there conference had booked room thru their website when called confirm had us down only night instead easily changed first morning cold cold shower didn t complain next day fine phone did not work called every day complain every day said would fixed when got back room never no dial tone unable call restaurant call car call room service finally last night someone came our room while there did fix hotel beautiful room great everyone so nice even when complaining they nice great gym area also love restaurant but money could easily find another hotel just nice working phone,0,james,negative,Web
